,Travel_length,Welding_speed,Net_energy_input,Position,Stress
2110,70,3000,2500,13.6,224.0602521
2111,50,2000,2000,13.6,230.8325953
2112,70,2500,1000,13.6,116.8714634
2113,80,2000,1000,13.6,145.226414
2114,50,4000,1500,13.6,110.3519643
2115,40,2500,2000,13.6,211.0948498
2116,70,3500,2000,13.6,182.7470247
2117,80,3500,1000,13.6,78.97360323
2118,50,2500,2000,13.6,218.8603421
2119,50,3000,1500,13.6,154.9674321
2120,40,3500,2000,13.6,167.8966432
2121,80,4000,2500,13.6,191.6879569
2122,50,2500,1500,13.6,182.564176
2123,50,2000,3000,13.6,240.2474997
2124,70,3000,1000,13.6,94.80376818
2125,50,3500,3000,14.45,215.7657466
2126,80,3000,1500,14.45,150.9728931
2127,60,3500,1500,14.45,129.2355686
2128,60,3000,1500,14.45,148.4999882
2129,40,2500,2500,14.45,219.1026461
2130,60,2500,2000,14.45,211.9067107
2131,50,4000,2000,14.45,145.297594
2132,40,3000,1500,14.45,132.1123091
2133,60,2500,2500,14.45,230.3186988
2134,70,2500,2500,14.45,229.393574
2135,40,2000,1000,14.45,123.3707306
2136,70,2000,2000,14.45,227.5274002
2137,60,4000,1000,14.45,68.12138066
2138,40,2500,1000,14.45,97.52934258
2139,70,2000,1000,14.45,138.3262697
2140,50,2500,3000,14.45,237.1802734
2141,40,3000,3000,14.45,219.2488179
2142,80,3500,1500,14.45,131.9237086
2143,50,2500,2500,14.45,228.0633042
2144,70,3500,3000,14.45,218.1061851
2145,50,3000,1000,14.45,89.71749389
2146,80,2500,2000,14.45,209.8775369
2147,60,2000,3000,14.45,243.4023842
2148,60,3000,1000,14.45,96.23012345
2149,60,2000,1500,14.45,199.2803289
2150,70,2000,1500,14.45,200.0297418
2151,50,2500,1000,14.45,110.1857898
2152,40,4000,2500,14.45,161.4671396
2153,70,3500,1500,14.45,131.4827102
2154,80,2000,2500,14.45,235.2306284
2155,50,4000,2500,14.45,177.7305506
2156,80,3500,2500,14.45,199.3379571
2157,60,3500,2000,14.45,171.1743936
2158,70,2000,3000,14.45,242.7368091
2159,60,3500,2500,14.45,200.9884337
2160,60,3000,2000,14.45,190.8627727
2161,40,2500,1500,14.45,155.9902144
2162,80,2500,3000,14.45,234.7845096
2163,50,3000,2000,14.45,186.1313542
2164,70,4000,2500,14.45,185.3454961
2165,50,2000,1000,14.45,132.7116039
2166,40,2500,3000,14.45,229.8791107
2167,80,2500,1500,14.45,174.745016
2168,40,3000,2500,14.45,202.4410115
2169,50,3500,2500,14.45,195.9004432
2170,60,2000,1000,14.45,136.4560146
2171,40,3500,1000,14.45,59.7850207
2172,40,3000,1000,14.45,78.16451742
2173,70,4000,1000,14.45,76.832918
2174,40,3500,3000,14.45,203.9467268
2175,80,4000,1000,14.45,80.89631085
2176,50,2000,1500,14.45,195.3664011
2177,40,2000,1500,14.45,184.1826434
2178,60,3500,3000,14.45,219.0666281
2179,60,4000,2500,14.45,182.5644911
2180,70,2500,3000,14.45,237.880128
2181,60,4000,3000,14.45,204.7531103
2182,70,2000,2500,14.45,238.1171575
2183,50,3500,1000,14.45,74.11507521
2184,40,4000,1500,14.45,90.61008418
2185,80,4000,1500,14.45,115.2481952
2186,60,2500,3000,14.45,239.0397757
2187,60,2500,1500,14.45,173.6184656
2188,80,3500,3000,14.45,215.3574953
2189,70,2500,2000,14.45,211.880888
2190,60,2500,1000,14.45,114.0173833
2191,40,2000,2500,14.45,230.7455519
2192,70,3500,2500,14.45,201.1882786
2193,70,3500,1000,14.45,87.70176316
2194,80,2000,1500,14.45,198.8397434
2195,40,4000,2000,14.45,129.4139234
2196,60,4000,2000,14.45,150.4047475
2197,70,3000,1500,14.45,152.3035583
2198,80,2000,2000,14.45,224.8803124
2199,50,3500,2000,14.45,164.7809807
2200,40,3500,2500,14.45,182.1503102
2201,80,3000,3000,14.45,226.0441764
2202,80,4000,3000,14.45,202.5508179
2203,60,2000,2500,14.45,239.1215744
2204,60,2000,2000,14.45,228.2172986
2205,70,4000,2000,14.45,154.7349815
2206,80,3000,1000,14.45,100.5728981
2207,80,3500,2000,14.45,172.1166816
2208,50,2000,2500,14.45,237.4676093
2209,80,3000,2500,14.45,213.5905892
2210,40,2000,3000,14.45,236.4806098
2211,70,4000,1500,14.45,115.7515706
2212,80,4000,2000,14.45,153.0016776
2213,40,3000,2000,14.45,173.8204389
2214,40,4000,3000,14.45,185.8680359
2215,70,2500,1500,14.45,175.2108019
2216,50,3000,2500,14.45,213.1424246
2217,80,2000,3000,14.45,240.1334478
2218,80,2500,1000,14.45,116.5726166
2219,80,3000,2000,14.45,190.8370947
2220,80,2500,2500,14.45,226.4959472
2221,60,4000,1500,14.45,111.8238307
2222,40,2000,2000,14.45,217.2158017
2223,50,3500,1500,14.45,123.5886986
2224,70,3000,3000,14.45,229.4944209
2225,60,3000,3000,14.45,230.055108
2226,60,3000,2500,14.45,216.3110365
2227,50,3000,3000,14.45,227.9177631
2228,70,4000,3000,14.45,205.9994793
2229,40,3500,1500,14.45,110.7405053
2230,50,4000,1000,14.45,59.26211152
2231,40,4000,1000,14.45,45.88937449
2232,70,3000,2000,14.45,193.0856068
2233,60,3500,1000,14.45,81.85107952
2234,50,4000,3000,14.45,201.0346148
2235,70,3000,2500,14.45,216.645643
2236,50,2000,2000,14.45,225.8181051
2237,70,2500,1000,14.45,115.8952853
2238,80,2000,1000,14.45,138.6812007
2239,50,4000,1500,14.45,107.5459845
2240,40,2500,2000,14.45,197.0470335
2241,70,3500,2000,14.45,172.8012938
2242,80,3500,1000,14.45,90.42143456
2243,50,2500,2000,14.45,208.4405617
2244,50,3000,1500,14.45,143.1062749
2245,40,3500,2000,14.45,150.8395697
2246,80,4000,2500,14.45,182.7247253
2247,50,2500,1500,14.45,168.6590082
2248,50,2000,3000,14.45,241.6432971
2249,70,3000,1000,14.45,100.1536636
2250,50,3500,3000,15.3,208.4756073
2251,80,3000,1500,15.3,152.24817
2252,60,3500,1500,15.3,131.7170464
2253,60,3000,1500,15.3,146.8378035
2254,40,2500,2500,15.3,212.0013271
2255,60,2500,2000,15.3,205.7938238
2256,50,4000,2000,15.3,141.7507273
2257,40,3000,1500,15.3,128.8041945
2258,60,2500,2500,15.3,226.7339686
2259,70,2500,2500,15.3,226.0562531
2260,40,2000,1000,15.3,122.721971
2261,70,2000,2000,15.3,223.9321338
2262,60,4000,1000,15.3,82.23765942
2263,40,2500,1000,15.3,103.1919099
2264,70,2000,1000,15.3,138.5386031
2265,50,2500,3000,15.3,235.7236651
2266,40,3000,3000,15.3,211.8124379
2267,80,3500,1500,15.3,137.0201429
2268,50,2500,2500,15.3,223.6700947
2269,70,3500,3000,15.3,213.2260746
2270,50,3000,1000,15.3,100.2075257
2271,80,2500,2000,15.3,205.346681
2272,60,2000,3000,15.3,244.0482172
2273,60,3000,1000,15.3,107.6259851
2274,60,2000,1500,15.3,192.4872389
2275,70,2000,1500,15.3,194.2409953
2276,50,2500,1000,15.3,116.0658479
2277,40,4000,2500,15.3,152.2529253
2278,70,3500,1500,15.3,135.2230274
2279,80,2000,2500,15.3,233.6617538
2280,50,4000,2500,15.3,169.7467568
2281,80,3500,2500,15.3,195.0104365
2282,60,3500,2000,15.3,166.0676349
2283,70,2000,3000,15.3,242.7953321
2284,60,3500,2500,15.3,194.1926604
2285,60,3000,2000,15.3,184.3310055
2286,40,2500,1500,15.3,147.8349984
2287,80,2500,3000,15.3,232.9069435
2288,50,3000,2000,15.3,177.8002404
2289,70,4000,2500,15.3,180.4832758
2290,50,2000,1000,15.3,131.2996209
2291,40,2500,3000,15.3,226.7257695
2292,80,2500,1500,15.3,172.0332722
2293,40,3000,2500,15.3,192.0252979
2294,50,3500,2500,15.3,187.2866697
2295,60,2000,1000,15.3,135.8828549
2296,40,3500,1000,15.3,72.62704062
2297,40,3000,1000,15.3,87.3664321
2298,70,4000,1000,15.3,90.76145334
2299,40,3500,3000,15.3,193.4712378
2300,80,4000,1000,15.3,95.09607071
2301,50,2000,1500,15.3,186.9788393
2302,40,2000,1500,15.3,173.4507165
2303,60,3500,3000,15.3,213.3376896
2304,60,4000,2500,15.3,176.2868739
2305,70,2500,3000,15.3,236.2569661
2306,60,4000,3000,15.3,197.8579086
2307,70,2000,2500,15.3,236.8439515
2308,50,3500,1000,15.3,86.23472281
2309,40,4000,1500,15.3,97.48058519
2310,80,4000,1500,15.3,123.956922
2311,60,2500,3000,15.3,237.6812575
2312,60,2500,1500,15.3,168.2829345
2313,80,3500,3000,15.3,211.0774449
2314,70,2500,2000,15.3,206.6917523
2315,60,2500,1000,15.3,120.0689408
2316,40,2000,2500,15.3,228.6124225
2317,70,3500,2500,15.3,195.7324869
2318,70,3500,1000,15.3,101.983535
2319,80,2000,1500,15.3,193.7373704
2320,40,4000,2000,15.3,126.0551184
2321,60,4000,2000,15.3,148.2474558
2322,70,3000,1500,15.3,151.9680737
2323,80,2000,2000,15.3,221.3697224
2324,50,3500,2000,15.3,158.1722063
2325,40,3500,2500,15.3,171.1242264
2326,80,3000,3000,15.3,222.712255
2327,80,4000,3000,15.3,197.9585688
2328,60,2000,2500,15.3,238.1719974
2329,60,2000,2000,15.3,224.3512568
2330,70,4000,2000,15.3,153.8717274
2331,80,3000,1000,15.3,112.479894
2332,80,3500,2000,15.3,170.2720992
2333,50,2000,2500,15.3,236.6415275
2334,80,3000,2500,15.3,209.2479647
2335,40,2000,3000,15.3,237.3918103
2336,70,4000,1500,15.3,123.0397739
2337,80,4000,2000,15.3,153.9709546
2338,40,3000,2000,15.3,163.4844436
2339,40,4000,3000,15.3,174.5795146
2340,70,2500,1500,15.3,171.3473901
2341,50,3000,2500,15.3,205.7131303
2342,80,2000,3000,15.3,239.6799625
2343,80,2500,1000,15.3,124.007216
2344,80,3000,2000,15.3,186.9632964
2345,80,2500,2500,15.3,223.2648177
2346,60,4000,1500,15.3,118.7422873
2347,40,2000,2000,15.3,209.9594432
2348,50,3500,1500,15.3,125.4318337
2349,70,3000,3000,15.3,226.0709329
2350,60,3000,3000,15.3,226.2061334
2351,60,3000,2500,15.3,210.452752
2352,50,3000,3000,15.3,223.1352903
2353,70,4000,3000,15.3,200.3732085
2354,40,3500,1500,15.3,113.4630284
2355,50,4000,1000,15.3,73.7475598
2356,40,4000,1000,15.3,61.81371929
2357,70,3000,2000,15.3,187.9446097
2358,60,3500,1000,15.3,95.17311679
2359,50,4000,3000,15.3,192.3397337
2360,70,3000,2500,15.3,211.7671454
2361,50,2000,2000,15.3,221.1839262
2362,70,2500,1000,15.3,122.5873301
2363,80,2000,1000,15.3,139.6459034
2364,50,4000,1500,15.3,114.1959572
2365,40,2500,2000,15.3,186.4481969
2366,70,3500,2000,15.3,169.3651341
2367,80,3500,1000,15.3,104.884543
2368,50,2500,2000,15.3,200.7582946
2369,50,3000,1500,15.3,140.0473278
2370,40,3500,2000,15.3,143.3988563
2371,80,4000,2500,15.3,179.4189218
2372,50,2500,1500,15.3,161.6553351
2373,50,2000,3000,15.3,242.8303717
2374,70,3000,1000,15.3,111.5080122
2375,50,3500,3000,16.15,201.9132632
2376,80,3000,1500,16.15,156.1393629
2377,60,3500,1500,16.15,137.2041362
2378,60,3000,1500,16.15,147.9145732
2379,40,2500,2500,16.15,205.0716433
2380,60,2500,2000,16.15,200.6248747
2381,50,4000,2000,16.15,141.3716839
2382,40,3000,1500,16.15,129.0225851
2383,60,2500,2500,16.15,223.3983781
2384,70,2500,2500,16.15,223.1022882
2385,40,2000,1000,16.15,125.2919761
2386,70,2000,2000,16.15,220.7162447
2387,60,4000,1000,16.15,97.25186159
2388,40,2500,1000,16.15,112.0708622
2389,70,2000,1000,16.15,141.389076
2390,50,2500,3000,16.15,234.1660094
2391,40,3000,3000,16.15,204.6180788
2392,80,3500,1500,16.15,144.8806432
2393,50,2500,2500,16.15,219.4100817
2394,70,3500,3000,16.15,209.1924315
2395,50,3000,1000,16.15,113.1441319
2396,80,2500,2000,16.15,201.8724464
2397,60,2000,3000,16.15,244.6507163
2398,60,3000,1000,16.15,121.2211932
2399,60,2000,1500,16.15,187.0253984
2400,70,2000,1500,16.15,189.79406
2401,50,2500,1000,16.15,124.8438872
2402,40,4000,2500,16.15,146.048362
2403,70,3500,1500,16.15,141.8043902
2404,80,2000,2500,16.15,232.2791416
2405,50,4000,2500,16.15,164.0602775
2406,80,3500,2500,16.15,192.1294918
2407,60,3500,2000,16.15,163.2944429
2408,70,2000,3000,16.15,242.901074
2409,60,3500,2500,16.15,188.8151651
2410,60,3000,2000,16.15,179.5254094
2411,40,2500,1500,16.15,142.5838141
2412,80,2500,3000,16.15,231.3056726
2413,50,3000,2000,16.15,171.3646677
2414,70,4000,2500,16.15,177.5203115
2415,50,2000,1000,16.15,132.7140337
2416,40,2500,3000,16.15,223.5072225
2417,80,2500,1500,16.15,171.4422204
2418,40,3000,2500,16.15,182.5880301
2419,50,3500,2500,16.15,180.2349707
2420,60,2000,1000,16.15,138.0335383
2421,40,3500,1000,16.15,87.52942024
2422,40,3000,1000,16.15,99.13466968
2423,70,4000,1000,16.15,105.1777989
2424,40,3500,3000,16.15,183.9382241
2425,80,4000,1000,16.15,109.3372036
2426,50,2000,1500,16.15,179.9513754
2427,40,2000,1500,16.15,164.4013631
2428,60,3500,3000,16.15,208.3646795
2429,60,4000,2500,16.15,172.0755352
2430,70,2500,3000,16.15,234.7766439
2431,60,4000,3000,16.15,192.2763493
2432,70,2000,2500,16.15,235.6339524
2433,50,3500,1000,16.15,100.1187219
2434,40,4000,1500,16.15,107.9292349
2435,80,4000,1500,16.15,135.2235909
2436,60,2500,3000,16.15,236.3240055
2437,60,2500,1500,16.15,165.134173
2438,80,3500,3000,16.15,207.7255403
2439,70,2500,2000,16.15,202.5033024
2440,60,2500,1000,16.15,128.8341777
2441,40,2000,2500,16.15,226.3490205
2442,70,3500,2500,16.15,191.6847737
2443,70,3500,1000,16.15,117.5736551
2444,80,2000,1500,16.15,189.9853112
2445,40,4000,2000,16.15,126.504367
2446,60,4000,2000,16.15,148.9362235
2447,70,3000,1500,16.15,154.2542596
2448,80,2000,2000,16.15,218.3512468
2449,50,3500,2000,16.15,154.2162813
2450,40,3500,2500,16.15,162.1384861
2451,80,3000,3000,16.15,219.946273
2452,80,4000,3000,16.15,194.7026782
2453,60,2000,2500,16.15,237.1535193
2454,60,2000,2000,16.15,220.7289823
2455,70,4000,2000,16.15,155.6373347
2456,80,3000,1000,16.15,126.2324356
2457,80,3500,2000,16.15,170.6604334
2458,50,2000,2500,16.15,235.6524603
2459,80,3000,2500,16.15,205.8779682
2460,40,2000,3000,16.15,238.3026407
2461,70,4000,1500,16.15,133.0625855
2462,80,4000,2000,16.15,157.5331074
2463,40,3000,2000,16.15,155.5222581
2464,40,4000,3000,16.15,165.1830584
2465,70,2500,1500,16.15,169.628592
2466,50,3000,2500,16.15,199.0875287
2467,80,2000,3000,16.15,239.3795814
2468,80,2500,1000,16.15,133.9710746
2469,80,3000,2000,16.15,184.7983214
2470,80,2500,2500,16.15,220.5376423
2471,60,4000,1500,16.15,128.5659864
2472,40,2000,2000,16.15,202.8649974
2473,50,3500,1500,16.15,130.5630341
2474,70,3000,3000,16.15,223.0850041
2475,60,3000,3000,16.15,222.6790686
2476,60,3000,2500,16.15,205.4298027
2477,50,3000,3000,16.15,218.5574396
2478,70,4000,3000,16.15,196.0072146
2479,40,3500,1500,16.15,119.9780387
2480,50,4000,1000,16.15,89.6289713
2481,40,4000,1000,16.15,79.38522614
2482,70,3000,2000,16.15,184.4687547
2483,60,3500,1000,16.15,110.1057423
2484,50,4000,3000,16.15,185.0324228
2485,70,3000,2500,16.15,207.7562629
2486,50,2000,2000,16.15,216.6798536
2487,70,2500,1000,16.15,131.902708
2488,80,2000,1000,16.15,143.1797818
2489,50,4000,1500,16.15,124.0808532
2490,40,2500,2000,16.15,177.0292715
2491,70,3500,2000,16.15,168.1559277
2492,80,3500,1000,16.15,120.3791911
2493,50,2500,2000,16.15,194.012543
2494,50,3000,1500,16.15,139.9996559
2495,40,3500,2000,16.15,139.2479424
2496,80,4000,2500,16.15,178.0485496
2497,50,2500,1500,16.15,157.0126941
2498,50,2000,3000,16.15,243.9460412
2499,70,3000,1000,16.15,124.9165108
2500,50,3500,3000,17,195.3509191
2501,80,3000,1500,17,160.0305558
2502,60,3500,1500,17,142.6912261
2503,60,3000,1500,17,148.9913428
2504,40,2500,2500,17,198.1419595
2505,60,2500,2000,17,195.4559256
2506,50,4000,2000,17,140.9926404
2507,40,3000,1500,17,129.2409758
2508,60,2500,2500,17,220.0627876
2509,70,2500,2500,17,220.1483232
2510,40,2000,1000,17,127.8619812
2511,70,2000,2000,17,217.5003555
2512,60,4000,1000,17,112.2660637
2513,40,2500,1000,17,120.9498144
2514,70,2000,1000,17,144.2395489
2515,50,2500,3000,17,232.6083537
2516,40,3000,3000,17,197.4237198
2517,80,3500,1500,17,152.7411435
2518,50,2500,2500,17,215.1500686
2519,70,3500,3000,17,205.1587884
2520,50,3000,1000,17,126.080738
2521,80,2500,2000,17,198.3982118
2522,60,2000,3000,17,245.2532153
2523,60,3000,1000,17,134.8164013
2524,60,2000,1500,17,181.5635579
2525,70,2000,1500,17,185.3471248
2526,50,2500,1000,17,133.6219265
2527,40,4000,2500,17,139.8437987
2528,70,3500,1500,17,148.3857529
2529,80,2000,2500,17,230.8965295
2530,50,4000,2500,17,158.3737982
2531,80,3500,2500,17,189.2485471
2532,60,3500,2000,17,160.521251
2533,70,2000,3000,17,243.0068159
2534,60,3500,2500,17,183.4376698
2535,60,3000,2000,17,174.7198132
2536,40,2500,1500,17,137.3326297
2537,80,2500,3000,17,229.7044017
2538,50,3000,2000,17,164.929095
2539,70,4000,2500,17,174.5573472
2540,50,2000,1000,17,134.1284465
2541,40,2500,3000,17,220.2886755
2542,80,2500,1500,17,170.8511686
2543,40,3000,2500,17,173.1507622
2544,50,3500,2500,17,173.1832716
2545,60,2000,1000,17,140.1842217
2546,40,3500,1000,17,102.4317999
2547,40,3000,1000,17,110.9029073
2548,70,4000,1000,17,119.5941444
2549,40,3500,3000,17,174.4052103
2550,80,4000,1000,17,123.5783366
2551,50,2000,1500,17,172.9239116
2552,40,2000,1500,17,155.3520098
2553,60,3500,3000,17,203.3916694
2554,60,4000,2500,17,167.8641966
2555,70,2500,3000,17,233.2963216
2556,60,4000,3000,17,186.69479
2557,70,2000,2500,17,234.4239533
2558,50,3500,1000,17,114.002721
2559,40,4000,1500,17,118.3778847
2560,80,4000,1500,17,146.4902598
2561,60,2500,3000,17,234.9667535
2562,60,2500,1500,17,161.9854114
2563,80,3500,3000,17,204.3736356
2564,70,2500,2000,17,198.3148525
2565,60,2500,1000,17,137.5994145
2566,40,2000,2500,17,224.0856184
2567,70,3500,2500,17,187.6370604
2568,70,3500,1000,17,133.1637751
2569,80,2000,1500,17,186.2332521
2570,40,4000,2000,17,126.9536155
2571,60,4000,2000,17,149.6249913
2572,70,3000,1500,17,156.5404455
2573,80,2000,2000,17,215.3327713
2574,50,3500,2000,17,150.2603563
2575,40,3500,2500,17,153.1527457
2576,80,3000,3000,17,217.180291
2577,80,4000,3000,17,191.4467875
2578,60,2000,2500,17,236.1350411
2579,60,2000,2000,17,217.1067079
2580,70,4000,2000,17,157.4029421
2581,80,3000,1000,17,139.9849771
2582,80,3500,2000,17,171.0487676
2583,50,2000,2500,17,234.6633931
2584,80,3000,2500,17,202.5079716
2585,40,2000,3000,17,239.213471
2586,70,4000,1500,17,143.0853972
2587,80,4000,2000,17,161.0952601
2588,40,3000,2000,17,147.5600726
2589,40,4000,3000,17,155.7866022
2590,70,2500,1500,17,167.9097939
2591,50,3000,2500,17,192.4619272
2592,80,2000,3000,17,239.0792003
2593,80,2500,1000,17,143.9349332
2594,80,3000,2000,17,182.6333463
2595,80,2500,2500,17,217.810467
2596,60,4000,1500,17,138.3896854
2597,40,2000,2000,17,195.7705517
2598,50,3500,1500,17,135.6942344
2599,70,3000,3000,17,220.0990752
2600,60,3000,3000,17,219.1520038
2601,60,3000,2500,17,200.4068534
2602,50,3000,3000,17,213.979589
2603,70,4000,3000,17,191.6412207
2604,40,3500,1500,17,126.4930489
2605,50,4000,1000,17,105.5103828
2606,40,4000,1000,17,96.95673298
2607,70,3000,2000,17,180.9928998
2608,60,3500,1000,17,125.0383678
2609,50,4000,3000,17,177.7251119
2610,70,3000,2500,17,203.7453803
2611,50,2000,2000,17,212.1757809
2612,70,2500,1000,17,141.2180859
2613,80,2000,1000,17,146.7136602
2614,50,4000,1500,17,133.9657493
2615,40,2500,2000,17,167.6103462
2616,70,3500,2000,17,166.9467213
2617,80,3500,1000,17,135.8738392
2618,50,2500,2000,17,187.2667913
2619,50,3000,1500,17,139.9519841
2620,40,3500,2000,17,135.0970285
2621,80,4000,2500,17,176.6781775
2622,50,2500,1500,17,152.370053
2623,50,2000,3000,17,245.0617108
2624,70,3000,1000,17,138.3250095
